"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"01-04 years","2021-03-13","18","0","0","10540","1","21.4285714285714","0"
"01-04 years","2021-03-14","12","0","0","10552","1","19.8571428571428","0"
"01-04 years","2021-03-15","10","0","0","10562","1","19.1428571428571","0"
"01-04 years","2021-03-16","19","0","1","10581","1","18.8571428571428","0"
"01-04 years","2021-03-17","18","0","2","10599","1","17","0"
"01-04 years","2021-03-18","18","0","1","10617","1","17","0"
"01-04 years","2021-03-19","29","0","3","10646","1","17.7142857142857","0"
"01-04 years","2021-03-20","24","0","1","10670","1","18.5714285714285","0"
"01-04 years","2021-03-21","26","0","1","10696","1","20.5714285714285","0"
"01-04 years","2021-03-22","16","0","0","10712","1","21.4285714285714","0"
"01-04 years","2021-03-23","18","0","0","10730","1","21.2857142857142","0"
"01-04 years","2021-03-24","26","0","0","10756","1","22.4285714285714","0"
"01-04 years","2021-03-25","21","0","0","10777","1","22.8571428571428","0"
"01-04 years","2021-03-26","18","0","0","10795","1","21.2857142857142","0"
"01-04 years","2021-03-27","23","0","0","10818","1","21.1428571428571","0"
"01-04 years","2021-03-28","22","0","0","10840","1","20.5714285714285","0"
"01-04 years","2021-03-29","14","0","1","10854","1","20.2857142857142","0"
"01-04 years","2021-03-30","20","0","1","10874","1","20.5714285714285","0"
"01-04 years","2021-03-31","24","0","0","10898","1","20.2857142857142","0"
"01-04 years","2021-04-01","19","0","1","10917","1","20","0"
"01-04 years","2021-04-02","17","0","0","10934","1","19.8571428571428","0"
"01-04 years","2021-04-03","18","0","1","10952","1","19.1428571428571","0"
"01-04 years","2021-04-04","10","0","0","10962","1","17.4285714285714","0"
"01-04 years","2021-04-05","13","0","1","10975","1","17.2857142857142","0"
"01-04 years","2021-04-06","30","0","1","11005","1","18.7142857142857","0"
"01-04 years","2021-04-07","21","0","0","11026","1","18.2857142857142","0"
"01-04 years","2021-04-08","16","0","1","11042","1","17.8571428571428","0"
"01-04 years","2021-04-09","25","0","0","11067","1","19","0"
"01-04 years","2021-04-10","26","0","0","11093","1","20.1428571428571","0"
"01-04 years","2021-04-11","17","0","0","11110","1","21.1428571428571","0"
"01-04 years","2021-04-12","8","0","1","11118","1","20.4285714285714","0"
"01-04 years","2021-04-13","22","0","2","11140","1","19.2857142857142","0"
"01-04 years","2021-04-14","24","0","0","11164","1","19.7142857142857","0"
"01-04 years","2021-04-15","12","0","0","11176","1","19.1428571428571","0"
"01-04 years","2021-04-16","16","0","1","11192","1","17.8571428571428","0"
"01-04 years","2021-04-17","25","0","1","11217","1","17.7142857142857","0"
"01-04 years","2021-04-18","18","0","1","11235","1","17.8571428571428","0"
"01-04 years","2021-04-19","9","0","0","11244","1","18","0"
"01-04 years","2021-04-20","15","0","1","11259","1","17","0"
"01-04 years","2021-04-21","18","0","0","11277","1","16.1428571428571","0"
"01-04 years","2021-04-22","25","0","1","11302","1","18","0"
"01-04 years","2021-04-23","33","0","1","11335","1","20.4285714285714","0"
"01-04 years","2021-04-24","28","0","1","11363","1","20.8571428571428","0"
"01-04 years","2021-04-25","24","0","0","11387","1","21.7142857142857","0"
"01-04 years","2021-04-26","12","0","1","11399","1","22.1428571428571","0"
"01-04 years","2021-04-27","12","0","0","11411","1","21.7142857142857","0"
"01-04 years","2021-04-28","23","0","1","11434","1","22.4285714285714","0"
"01-04 years","2021-04-29","28","0","1","11462","1","22.8571428571428","0"
"01-04 years","2021-04-30","23","0","0","11485","1","21.4285714285714","0"
"01-04 years","2021-05-01","22","0","1","11507","1","20.5714285714285","0"
"01-04 years","2021-05-02","19","0","0","11526","1","19.8571428571428","0"
"01-04 years","2021-05-03","16","0","0","11542","1","20.4285714285714","0"
"01-04 years","2021-05-04","21","0","1","11563","1","21.7142857142857","0"
"01-04 years","2021-05-05","21","0","3","11584","1","21.4285714285714","0"
"01-04 years","2021-05-06","23","0","0","11607","1","20.7142857142857","0"
"01-04 years","2021-05-07","23","0","1","11630","1","20.7142857142857","0"
"01-04 years","2021-05-08","14","0","1","11644","1","19.5714285714285","0"
"01-04 years","2021-05-09","16","0","0","11660","1","19.1428571428571","0"
"01-04 years","2021-05-10","8","0","0","11668","1","18","0"
"01-04 years","2021-05-11","9","0","1","11677","1","16.2857142857142","0"
"01-04 years","2021-05-12","14","0","0","11691","1","15.2857142857142","0"
"01-04 years","2021-05-13","16","0","2","11707","1","14.2857142857142","0"
"01-04 years","2021-05-14","14","0","0","11721","1","13","0"
"01-04 years","2021-05-15","7","0","0","11728","1","12","0"
"01-04 years","2021-05-16","9","0","0","11737","1","11","0"
"01-04 years","2021-05-17","9","0","0","11746","1","11.1428571428571","0"
"01-04 years","2021-05-18","11","0","0","11757","1","11.4285714285714","0"
"01-04 years","2021-05-19","16","0","0","11773","1","11.7142857142857","0"
"01-04 years","2021-05-20","9","0","0","11782","1","10.7142857142857","0"
"01-04 years","2021-05-21","9","0","0","11791","1","10","0"
"01-04 years","2021-05-22","5","0","0","11796","1","9.71428571428571","0"
"01-04 years","2021-05-23","8","0","0","11804","1","9.57142857142857","0"
"01-04 years","2021-05-24","4","0","0","11808","1","8.85714285714285","0"
"01-04 years","2021-05-25","10","0","0","11818","1","8.71428571428571","0"
"01-04 years","2021-05-26","11","0","0","11829","1","8","0"
"01-04 years","2021-05-27","8","0","0","11837","1","7.85714285714285","0"
"01-04 years","2021-05-28","4","0","0","11841","1","7.14285714285714","0"
"01-04 years","2021-05-29","8","0","0","11849","1","7.57142857142857","0"
"01-04 years","2021-05-30","8","0","0","11857","1","7.57142857142857","0"
"01-04 years","2021-05-31","4","0","0","11861","1","7.57142857142857","0"
"01-04 years","2021-06-01","3","0","0","11864","1","6.57142857142857","0"
"01-04 years","2021-06-02","6","0","1","11870","1","5.85714285714285","0"
"01-04 years","2021-06-03","6","0","0","11876","1","5.57142857142857","0"
"01-04 years","2021-06-04","8","0","1","11884","1","6.14285714285714","0"
"01-04 years","2021-06-05","13","0","0","11897","1","6.85714285714285","0"
"01-04 years","2021-06-06","3","0","0","11900","1","6.14285714285714","0"
"01-04 years","2021-06-07","2","0","0","11902","1","5.85714285714285","0"
"01-04 years","2021-06-08","2","0","0","11904","1","5.71428571428571","0"
"01-04 years","2021-06-09","5","0","0","11909","1","5.57142857142857","0"
"01-04 years","2021-06-10","6","0","0","11915","1","5.57142857142857","0"
"01-04 years","2021-06-11","9","0","0","11924","1","5.71428571428571","0"
"01-04 years","2021-06-12","7","0","0","11931","1","4.85714285714285","0"
"01-04 years","2021-06-13","5","0","1","11936","1","5.14285714285714","0"
"01-04 years","2021-06-14","3","0","0","11939","1","5.28571428571428","0"
"01-04 years","2021-06-15","3","0","0","11942","1","5.42857142857142","0"
"01-04 years","2021-06-16","7","0","0","11949","1","5.71428571428571","0"
"01-04 years","2021-06-17","1","0","0","11950","1","5","0"
"01-04 years","2021-06-18","7","0","1","11957","1","4.71428571428571","0"
"01-04 years","2021-06-19","2","0","1","11959","1","4","0"
"01-04 years","2021-06-20","1","0","0","11960","1","3.42857142857142","0"
"01-04 years","2021-06-21","3","0","0","11963","1","3.42857142857142","0"
"01-04 years","2021-06-22","8","0","0","11971","1","4.14285714285714","0"
"01-04 years","2021-06-23","5","0","0","11976","1","3.85714285714285","0"
"01-04 years","2021-06-24","3","0","0","11979","1","4.14285714285714","0"
"01-04 years","2021-06-25","1","0","0","11980","1","3.28571428571428","0"
"01-04 years","2021-06-26","5","0","0","11985","1","3.71428571428571","0"
"01-04 years","2021-06-27","3","0","0","11988","1","4","0"
"01-04 years","2021-06-28","3","0","1","11991","1","4","0"
"01-04 years","2021-06-29","2","0","1","11993","1","3.14285714285714","0"
"01-04 years","2021-06-30","10","0","0","12003","1","3.85714285714285","0"
"01-04 years","2021-07-01","4","0","0","12007","1","4","0"
"01-04 years","2021-07-02","7","0","0","12014","1","4.85714285714285","0"
"01-04 years","2021-07-03","8","0","0","12022","1","5.28571428571428","0"
"01-04 years","2021-07-04","4","0","2","12026","1","5.42857142857142","0"
"01-04 years","2021-07-05","0","0","0","12026","1","5","0"
"01-04 years","2021-07-06","5","0","0","12031","1","5.42857142857142","0"
"01-04 years","2021-07-07","9","0","0","12040","1","5.28571428571428","0"
"01-04 years","2021-07-08","6","0","0","12046","1","5.57142857142857","0"
"01-04 years","2021-07-09","5","0","0","12051","1","5.28571428571428","0"
"01-04 years","2021-07-10","5","0","0","12056","1","4.85714285714285","0"
"01-04 years","2021-07-11","2","0","0","12058","1","4.57142857142857","0"
"01-04 years","2021-07-12","11","0","1","12069","1","6.14285714285714","0"
"01-04 years","2021-07-13","18","0","0","12087","1","8","0"
"01-04 years","2021-07-14","13","0","0","12100","1","8.57142857142857","0"
"01-04 years","2021-07-15","16","0","1","12116","1","10","0"
"01-04 years","2021-07-16","18","0","0","12134","1","11.8571428571428","0"
"01-04 years","2021-07-17","17","0","0","12151","1","13.5714285714285","0"
"01-04 years","2021-07-18","15","0","0","12166","1","15.4285714285714","0"
"01-04 years","2021-07-19","12","0","1","12178","1","15.5714285714285","0"
"01-04 years","2021-07-20","21","0","0","12199","1","16","0"
"01-04 years","2021-07-21","37","0","0","12236","1","19.4285714285714","0"
"01-04 years","2021-07-22","19","0","0","12255","1","19.8571428571428","0"
"01-04 years","2021-07-23","41","0","0","12296","1","23.1428571428571","0"
"01-04 years","2021-07-24","36","0","1","12332","1","25.8571428571428","0"
"01-04 years","2021-07-25","32","0","0","12364","1","28.2857142857142","0"
"01-04 years","2021-07-26","22","0","0","12386","1","29.7142857142857","0"
"01-04 years","2021-07-27","49","0","2","12435","1","33.7142857142857","0"
"01-04 years","2021-07-28","59","0","1","12494","1","36.8571428571428","0"
"01-04 years","2021-07-29","84","0","2","12578","1","46.1428571428571","0"
"01-04 years","2021-07-30","67","0","3","12645","1","49.8571428571428","0"
"01-04 years","2021-07-31","59","0","1","12704","1","53.1428571428571","0"
"01-04 years","2021-08-01","19","0","0","12723","1","51.2857142857142","0"
"01-04 years","2021-08-02","51","0","4","12774","1","55.4285714285714","0"
"01-04 years","2021-08-03","166","0","3","12940","1","72.1428571428571","0"
"01-04 years","2021-08-04","93","0","2","13033","1","77","0"
"01-04 years","2021-08-05","140","0","3","13173","1","85","0"
"01-04 years","2021-08-06","96","0","2","13269","1","89.1428571428571","0"
"01-04 years","2021-08-07","134","0","3","13403","1","99.8571428571428","0"
"01-04 years","2021-08-08","84","0","3","13487","1","109.142857142857","0"
"01-04 years","2021-08-09","67","0","0","13554","1","111.428571428571","0"
"01-04 years","2021-08-10","122","0","3","13676","1","105.142857142857","0"
"01-04 years","2021-08-11","156","0","2","13832","1","114.142857142857","0"
"01-04 years","2021-08-12","134","0","0","13966","1","113.285714285714","0"
"01-04 years","2021-08-13","168","0","0","14134","1","123.571428571428","0"
"01-04 years","2021-08-14","191","0","2","14325","1","131.714285714285","0"
"01-04 years","2021-08-15","108","0","0","14433","1","135.142857142857","0"
"01-04 years","2021-08-16","181","0","2","14614","1","151.428571428571","0"
"01-04 years","2021-08-17","139","0","3","14753","1","153.857142857142","0"
"01-04 years","2021-08-18","176","0","3","14929","1","156.714285714285","0"
"01-04 years","2021-08-19","250","0","2","15179","1","173.285714285714","0"
"01-04 years","2021-08-20","226","0","2","15405","1","181.571428571428","0"
"01-04 years","2021-08-21","222","0","0","15627","1","186","0"
"01-04 years","2021-08-22","197","0","3","15824","1","198.714285714285","0"
"01-04 years","2021-08-23","190","0","4","16014","1","200","0"
"01-04 years","2021-08-24","151","0","2","16165","1","201.714285714285","0"
"01-04 years","2021-08-25","224","0","1","16389","1","208.571428571428","0"
"01-04 years","2021-08-26","228","0","1","16617","1","205.428571428571","0"
"01-04 years","2021-08-27","295","0","2","16912","1","215.285714285714","0"
"01-04 years","2021-08-28","313","0","0","17225","1","228.285714285714","0"
"01-04 years","2021-08-29","166","0","1","17391","1","223.857142857142","0"
"01-04 years","2021-08-30","96","0","2","17487","1","210.428571428571","0"
"01-04 years","2021-08-31","202","0","4","17689","1","217.714285714285","0"
"01-04 years","2021-09-01","221","1","1","17910","2","217.285714285714","0.14285714285714"
"01-04 years","2021-09-02","147","0","1","18057","2","205.714285714285","0.14285714285714"
"01-04 years","2021-09-03","218","0","0","18275","2","194.714285714285","0.14285714285714"
"01-04 years","2021-09-04","166","0","2","18441","2","173.714285714285","0.14285714285714"
"01-04 years","2021-09-05","140","0","1","18581","2","170","0.14285714285714"
"01-04 years","2021-09-06","157","0","4","18738","2","178.714285714285","0.14285714285714"
"01-04 years","2021-09-07","106","0","1","18844","2","165","0.14285714285714"
"01-04 years","2021-09-08","120","0","2","18964","2","150.571428571428","0"
"01-04 years","2021-09-09","122","0","2","19086","2","147","0"
"01-04 years","2021-09-10","153","0","1","19239","2","137.714285714285","0"
"01-04 years","2021-09-11","138","0","0","19377","2","133.714285714285","0"
"01-04 years","2021-09-12","149","0","3","19526","2","135","0"
"01-04 years","2021-09-13","122","0","0","19648","2","130","0"
"01-04 years","2021-09-14","131","0","2","19779","2","133.571428571428","0"
"01-04 years","2021-09-15","107","0","3","19886","2","131.714285714285","0"
"01-04 years","2021-09-16","124","0","1","20010","2","132","0"
"01-04 years","2021-09-17","139","0","0","20149","2","130","0"
"01-04 years","2021-09-18","123","0","0","20272","2","127.857142857142","0"
"01-04 years","2021-09-19","85","0","0","20357","2","118.714285714285","0"
"01-04 years","2021-09-20","86","0","0","20443","2","113.571428571428","0"
"01-04 years","2021-09-21","147","0","2","20590","2","115.857142857142","0"
"01-04 years","2021-09-22","106","0","1","20696","2","115.714285714285","0"
"01-04 years","2021-09-23","99","0","1","20795","2","112.142857142857","0"
"01-04 years","2021-09-24","81","0","0","20876","2","103.857142857142","0"
"01-04 years","2021-09-25","111","0","1","20987","2","102.142857142857","0"
"01-04 years","2021-09-26","59","0","0","21046","2","98.4285714285714","0"
"01-04 years","2021-09-27","44","0","0","21090","2","92.4285714285714","0"
"01-04 years","2021-09-28","65","0","0","21155","2","80.7142857142857","0"
"01-04 years","2021-09-29","112","0","0","21267","2","81.5714285714285","0"
"01-04 years","2021-09-30","110","0","0","21377","2","83.1428571428571","0"
"01-04 years","2021-10-01","99","0","1","21476","2","85.7142857142857","0"
"01-04 years","2021-10-02","94","0","1","21570","2","83.2857142857143","0"
"01-04 years","2021-10-03","48","0","0","21618","2","81.7142857142857","0"
"01-04 years","2021-10-04","58","0","2","21676","2","83.7142857142857","0"
"01-04 years","2021-10-05","54","0","1","21730","2","82.1428571428571","0"
"01-04 years","2021-10-06","22","0","0","21752","2","69.2857142857143","0"
"01-04 years","2021-10-07","176","0","2","21928","2","78.7142857142857","0"
"01-04 years","2021-10-08","83","0","1","22011","2","76.4285714285714","0"
"01-04 years","2021-10-09","63","0","0","22074","2","72","0"
"01-04 years","2021-10-10","30","0","1","22104","2","69.4285714285714","0"
"01-04 years","2021-10-11","32","0","0","22136","2","65.7142857142857","0"
"01-04 years","2021-10-12","40","0","0","22176","2","63.7142857142857","0"
"01-04 years","2021-10-13","42","0","1","22218","2","66.5714285714285","0"
"01-04 years","2021-10-14","66","0","2","22284","2","50.8571428571428","0"
"01-04 years","2021-10-15","33","0","0","22317","2","43.7142857142857","0"
"01-04 years","2021-10-16","30","0","0","22347","2","39","0"
"01-04 years","2021-10-17","26","0","1","22373","2","38.4285714285714","0"
"01-04 years","2021-10-18","20","0","1","22393","2","36.7142857142857","0"
"01-04 years","2021-10-19","38","0","0","22431","2","36.4285714285714","0"
"01-04 years","2021-10-20","33","1","1","22464","3","35.1428571428571","0.14285714285714"
"01-04 years","2021-10-21","25","0","1","22489","3","29.2857142857142","0.14285714285714"
"01-04 years","2021-10-22","43","0","1","22532","3","30.7142857142857","0.14285714285714"
"01-04 years","2021-10-23","17","0","0","22549","3","28.8571428571428","0.14285714285714"
