"age_group","symptom date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"10-17 years","2020-11-08","124","0","2","24430","5","172.285714285714","0"
"10-17 years","2020-11-09","274","0","1","24704","5","184.428571428571","0"
"10-17 years","2020-11-10","201","0","3","24905","5","187.571428571428","0"
"10-17 years","2020-11-11","235","0","1","25140","5","198.714285714285","0"
"10-17 years","2020-11-12","203","0","4","25343","5","202","0"
"10-17 years","2020-11-13","212","0","0","25555","5","201.285714285714","0"
"10-17 years","2020-11-14","182","0","0","25737","5","204.428571428571","0"
"10-17 years","2020-11-15","123","0","3","25860","5","204.285714285714","0"
"10-17 years","2020-11-16","308","0","1","26168","5","209.142857142857","0"
"10-17 years","2020-11-17","247","0","3","26415","5","215.714285714285","0"
"10-17 years","2020-11-18","255","0","1","26670","5","218.571428571428","0"
"10-17 years","2020-11-19","242","0","1","26912","5","224.142857142857","0"
"10-17 years","2020-11-20","233","0","2","27145","5","227.142857142857","0"
"10-17 years","2020-11-21","170","0","3","27315","5","225.428571428571","0"
"10-17 years","2020-11-22","136","0","1","27451","5","227.285714285714","0"
"10-17 years","2020-11-23","266","0","6","27717","5","221.285714285714","0"
"10-17 years","2020-11-24","264","0","1","27981","5","223.714285714285","0"
"10-17 years","2020-11-25","268","0","4","28249","5","225.571428571428","0"
"10-17 years","2020-11-26","104","0","2","28353","5","205.857142857142","0"
"10-17 years","2020-11-27","194","0","0","28547","5","200.285714285714","0"
"10-17 years","2020-11-28","207","0","2","28754","5","205.571428571428","0"
"10-17 years","2020-11-29","226","0","0","28980","5","218.428571428571","0"
"10-17 years","2020-11-30","469","0","5","29449","5","247.428571428571","0"
"10-17 years","2020-12-01","399","0","4","29848","5","266.714285714285","0"
"10-17 years","2020-12-02","390","0","3","30238","5","284.142857142857","0"
"10-17 years","2020-12-03","425","0","1","30663","5","330","0"
"10-17 years","2020-12-04","359","0","3","31022","5","353.571428571428","0"
"10-17 years","2020-12-05","340","0","3","31362","5","372.571428571428","0"
"10-17 years","2020-12-06","289","0","2","31651","5","381.571428571428","0"
"10-17 years","2020-12-07","512","0","2","32163","5","387.714285714285","0"
"10-17 years","2020-12-08","569","0","3","32732","5","412","0"
"10-17 years","2020-12-09","515","0","2","33247","5","429.857142857142","0"
"10-17 years","2020-12-10","574","0","2","33821","5","451.142857142857","0"
"10-17 years","2020-12-11","509","0","1","34330","5","472.571428571428","0"
"10-17 years","2020-12-12","402","0","5","34732","5","481.428571428571","0"
"10-17 years","2020-12-13","307","0","2","35039","5","484","0"
"10-17 years","2020-12-14","635","0","7","35674","5","501.571428571428","0"
"10-17 years","2020-12-15","590","0","5","36264","5","504.571428571428","0"
"10-17 years","2020-12-16","519","0","3","36783","5","505.142857142857","0"
"10-17 years","2020-12-17","512","0","1","37295","5","496.285714285714","0"
"10-17 years","2020-12-18","492","0","3","37787","5","493.857142857142","0"
"10-17 years","2020-12-19","362","0","3","38149","5","488.142857142857","0"
"10-17 years","2020-12-20","299","0","3","38448","5","487","0"
"10-17 years","2020-12-21","571","0","5","39019","5","477.857142857142","0"
"10-17 years","2020-12-22","519","0","2","39538","5","467.714285714285","0"
"10-17 years","2020-12-23","455","0","2","39993","5","458.571428571428","0"
"10-17 years","2020-12-24","284","0","4","40277","5","426","0"
"10-17 years","2020-12-25","190","0","3","40467","5","382.857142857142","0"
"10-17 years","2020-12-26","427","0","5","40894","5","392.142857142857","0"
"10-17 years","2020-12-27","322","0","0","41216","5","395.428571428571","0"
"10-17 years","2020-12-28","669","0","2","41885","5","409.428571428571","0"
"10-17 years","2020-12-29","636","0","1","42521","5","426.142857142857","0"
"10-17 years","2020-12-30","603","0","4","43124","5","447.285714285714","0"
"10-17 years","2020-12-31","526","0","4","43650","5","481.857142857142","0"
"10-17 years","2021-01-01","283","0","5","43933","5","495.142857142857","0"
"10-17 years","2021-01-02","527","0","4","44460","5","509.428571428571","0"
"10-17 years","2021-01-03","444","0","3","44904","5","526.857142857143","0"
"10-17 years","2021-01-04","817","0","10","45721","5","548","0"
"10-17 years","2021-01-05","717","0","7","46438","5","559.571428571428","0"
"10-17 years","2021-01-06","680","0","2","47118","5","570.571428571428","0"
"10-17 years","2021-01-07","747","0","4","47865","5","602.142857142857","0"
"10-17 years","2021-01-08","597","1","4","48462","6","647","0.14285714285714"
"10-17 years","2021-01-09","461","0","8","48923","6","637.571428571428","0.14285714285714"
"10-17 years","2021-01-10","328","0","5","49251","6","621","0.14285714285714"
"10-17 years","2021-01-11","650","0","3","49901","6","597.142857142857","0.14285714285714"
"10-17 years","2021-01-12","598","0","6","50499","6","580.142857142857","0.14285714285714"
"10-17 years","2021-01-13","567","0","8","51066","6","564","0.14285714285714"
"10-17 years","2021-01-14","543","0","3","51609","6","534.857142857143","0.14285714285714"
"10-17 years","2021-01-15","499","0","6","52108","6","520.857142857143","0"
"10-17 years","2021-01-16","387","0","6","52495","6","510.285714285714","0"
"10-17 years","2021-01-17","259","0","8","52754","6","500.428571428571","0"
"10-17 years","2021-01-18","441","0","4","53195","6","470.571428571428","0"
"10-17 years","2021-01-19","466","0","4","53661","6","451.714285714285","0"
"10-17 years","2021-01-20","526","0","4","54187","6","445.857142857142","0"
"10-17 years","2021-01-21","441","0","12","54628","6","431.285714285714","0"
"10-17 years","2021-01-22","467","0","5","55095","6","426.714285714285","0"
"10-17 years","2021-01-23","315","0","3","55410","6","416.428571428571","0"
"10-17 years","2021-01-24","246","0","1","55656","6","414.571428571428","0"
"10-17 years","2021-01-25","458","0","3","56114","6","417","0"
"10-17 years","2021-01-26","429","0","4","56543","6","411.714285714285","0"
"10-17 years","2021-01-27","416","0","2","56959","6","396","0"
"10-17 years","2021-01-28","418","0","4","57377","6","392.714285714285","0"
"10-17 years","2021-01-29","342","0","6","57719","6","374.857142857142","0"
"10-17 years","2021-01-30","246","0","1","57965","6","365","0"
"10-17 years","2021-01-31","220","0","0","58185","6","361.285714285714","0"
"10-17 years","2021-02-01","423","0","6","58608","6","356.285714285714","0"
"10-17 years","2021-02-02","324","0","3","58932","6","341.285714285714","0"
"10-17 years","2021-02-03","355","0","3","59287","6","332.571428571428","0"
"10-17 years","2021-02-04","269","0","1","59556","6","311.285714285714","0"
"10-17 years","2021-02-05","269","0","3","59825","6","300.857142857142","0"
"10-17 years","2021-02-06","234","1","2","60059","7","299.142857142857","0.14285714285714"
"10-17 years","2021-02-07","186","0","4","60245","7","294.285714285714","0.14285714285714"
"10-17 years","2021-02-08","286","0","2","60531","7","274.714285714285","0.14285714285714"
"10-17 years","2021-02-09","256","0","7","60787","7","265","0.14285714285714"
"10-17 years","2021-02-10","240","0","8","61027","7","248.571428571428","0.14285714285714"
"10-17 years","2021-02-11","216","0","1","61243","7","241","0.14285714285714"
"10-17 years","2021-02-12","219","0","0","61462","7","233.857142857142","0.14285714285714"
"10-17 years","2021-02-13","117","0","4","61579","7","217.142857142857","0"
"10-17 years","2021-02-14","137","0","6","61716","7","210.142857142857","0"
"10-17 years","2021-02-15","208","0","3","61924","7","199","0"
"10-17 years","2021-02-16","177","0","1","62101","7","187.714285714285","0"
"10-17 years","2021-02-17","177","0","2","62278","7","178.714285714285","0"
"10-17 years","2021-02-18","158","0","3","62436","7","170.428571428571","0"
"10-17 years","2021-02-19","150","0","0","62586","7","160.571428571428","0"
"10-17 years","2021-02-20","106","0","3","62692","7","159","0"
"10-17 years","2021-02-21","106","0","2","62798","7","154.571428571428","0"
"10-17 years","2021-02-22","163","0","3","62961","7","148.142857142857","0"
"10-17 years","2021-02-23","157","0","2","63118","7","145.285714285714","0"
"10-17 years","2021-02-24","146","0","2","63264","7","140.857142857142","0"
"10-17 years","2021-02-25","121","0","2","63385","7","135.571428571428","0"
"10-17 years","2021-02-26","134","0","1","63519","7","133.285714285714","0"
"10-17 years","2021-02-27","89","0","0","63608","7","130.857142857142","0"
"10-17 years","2021-02-28","87","0","4","63695","7","128.142857142857","0"
"10-17 years","2021-03-01","162","0","2","63857","7","128","0"
"10-17 years","2021-03-02","155","0","1","64012","7","127.714285714285","0"
"10-17 years","2021-03-03","133","0","2","64145","7","125.857142857142","0"
"10-17 years","2021-03-04","121","0","2","64266","7","125.857142857142","0"
"10-17 years","2021-03-05","123","0","5","64389","7","124.285714285714","0"
"10-17 years","2021-03-06","73","0","0","64462","7","122","0"
"10-17 years","2021-03-07","83","0","2","64545","7","121.428571428571","0"
"10-17 years","2021-03-08","138","0","3","64683","7","118","0"
"10-17 years","2021-03-09","119","0","0","64802","7","112.857142857142","0"
"10-17 years","2021-03-10","134","0","2","64936","7","113","0"
"10-17 years","2021-03-11","104","0","0","65040","7","110.571428571428","0"
"10-17 years","2021-03-12","108","0","0","65148","7","108.428571428571","0"
"10-17 years","2021-03-13","75","0","0","65223","7","108.714285714285","0"
"10-17 years","2021-03-14","83","0","1","65306","7","108.714285714285","0"
"10-17 years","2021-03-15","128","0","4","65434","7","107.285714285714","0"
"10-17 years","2021-03-16","114","0","3","65548","7","106.571428571428","0"
"10-17 years","2021-03-17","119","0","0","65667","7","104.428571428571","0"
"10-17 years","2021-03-18","112","0","2","65779","7","105.571428571428","0"
"10-17 years","2021-03-19","110","0","1","65889","7","105.857142857142","0"
"10-17 years","2021-03-20","105","0","4","65994","7","110.142857142857","0"
"10-17 years","2021-03-21","76","0","1","66070","7","109.142857142857","0"
"10-17 years","2021-03-22","110","0","1","66180","7","106.571428571428","0"
"10-17 years","2021-03-23","105","0","4","66285","7","105.285714285714","0"
"10-17 years","2021-03-24","108","0","0","66393","7","103.714285714285","0"
"10-17 years","2021-03-25","76","0","1","66469","7","98.5714285714285","0"
"10-17 years","2021-03-26","76","0","2","66545","7","93.7142857142857","0"
"10-17 years","2021-03-27","63","0","3","66608","7","87.7142857142857","0"
"10-17 years","2021-03-28","56","0","1","66664","7","84.8571428571428","0"
"10-17 years","2021-03-29","91","0","2","66755","7","82.1428571428571","0"
"10-17 years","2021-03-30","91","0","0","66846","7","80.1428571428571","0"
"10-17 years","2021-03-31","83","0","2","66929","7","76.5714285714285","0"
"10-17 years","2021-04-01","81","0","2","67010","7","77.2857142857143","0"
"10-17 years","2021-04-02","82","0","0","67092","7","78.1428571428571","0"
"10-17 years","2021-04-03","76","0","1","67168","7","80","0"
"10-17 years","2021-04-04","42","0","2","67210","7","78","0"
"10-17 years","2021-04-05","93","0","3","67303","7","78.2857142857143","0"
"10-17 years","2021-04-06","76","0","2","67379","7","76.1428571428571","0"
"10-17 years","2021-04-07","89","0","0","67468","7","77","0"
"10-17 years","2021-04-08","81","0","5","67549","7","77","0"
"10-17 years","2021-04-09","86","0","1","67635","7","77.5714285714285","0"
"10-17 years","2021-04-10","83","0","0","67718","7","78.5714285714285","0"
"10-17 years","2021-04-11","75","0","1","67793","7","83.2857142857143","0"
"10-17 years","2021-04-12","114","0","3","67907","7","86.2857142857143","0"
"10-17 years","2021-04-13","94","0","2","68001","7","88.8571428571428","0"
"10-17 years","2021-04-14","115","0","2","68116","7","92.5714285714285","0"
"10-17 years","2021-04-15","86","0","2","68202","7","93.2857142857143","0"
"10-17 years","2021-04-16","92","0","2","68294","7","94.1428571428571","0"
"10-17 years","2021-04-17","70","0","0","68364","7","92.2857142857143","0"
"10-17 years","2021-04-18","50","0","2","68414","7","88.7142857142857","0"
"10-17 years","2021-04-19","123","0","3","68537","7","90","0"
"10-17 years","2021-04-20","75","0","1","68612","7","87.2857142857143","0"
"10-17 years","2021-04-21","91","0","1","68703","7","83.8571428571428","0"
"10-17 years","2021-04-22","79","0","2","68782","7","82.8571428571428","0"
"10-17 years","2021-04-23","79","0","1","68861","7","81","0"
"10-17 years","2021-04-24","51","0","2","68912","7","78.2857142857143","0"
"10-17 years","2021-04-25","75","0","1","68987","7","81.8571428571428","0"
"10-17 years","2021-04-26","98","0","4","69085","7","78.2857142857143","0"
"10-17 years","2021-04-27","94","0","1","69179","7","81","0"
"10-17 years","2021-04-28","103","0","2","69282","7","82.7142857142857","0"
"10-17 years","2021-04-29","100","0","1","69382","7","85.7142857142857","0"
"10-17 years","2021-04-30","87","0","1","69469","7","86.8571428571428","0"
"10-17 years","2021-05-01","59","1","0","69528","8","88","0.14285714285714"
"10-17 years","2021-05-02","60","0","1","69588","8","85.8571428571428","0.14285714285714"
"10-17 years","2021-05-03","82","0","0","69670","8","83.5714285714285","0.14285714285714"
"10-17 years","2021-05-04","70","0","4","69740","8","80.1428571428571","0.14285714285714"
"10-17 years","2021-05-05","79","0","0","69819","8","76.7142857142857","0.14285714285714"
"10-17 years","2021-05-06","68","0","0","69887","8","72.1428571428571","0.14285714285714"
"10-17 years","2021-05-07","73","0","2","69960","8","70.1428571428571","0.14285714285714"
"10-17 years","2021-05-08","55","0","0","70015","8","69.5714285714285","0"
"10-17 years","2021-05-09","39","0","0","70054","8","66.5714285714285","0"
"10-17 years","2021-05-10","92","0","1","70146","8","68","0"
"10-17 years","2021-05-11","70","0","2","70216","8","68","0"
"10-17 years","2021-05-12","65","0","0","70281","8","66","0"
"10-17 years","2021-05-13","44","0","3","70325","8","62.5714285714285","0"
"10-17 years","2021-05-14","42","0","0","70367","8","58.1428571428571","0"
"10-17 years","2021-05-15","39","0","1","70406","8","55.8571428571428","0"
"10-17 years","2021-05-16","24","0","0","70430","8","53.7142857142857","0"
"10-17 years","2021-05-17","45","0","1","70475","8","47","0"
"10-17 years","2021-05-18","53","0","1","70528","8","44.5714285714285","0"
"10-17 years","2021-05-19","39","0","0","70567","8","40.8571428571428","0"
"10-17 years","2021-05-20","39","0","1","70606","8","40.1428571428571","0"
"10-17 years","2021-05-21","32","0","1","70638","8","38.7142857142857","0"
"10-17 years","2021-05-22","24","0","0","70662","8","36.5714285714285","0"
"10-17 years","2021-05-23","20","0","3","70682","8","36","0"
"10-17 years","2021-05-24","32","0","1","70714","8","34.1428571428571","0"
"10-17 years","2021-05-25","39","0","0","70753","8","32.1428571428571","0"
"10-17 years","2021-05-26","25","0","0","70778","8","30.1428571428571","0"
"10-17 years","2021-05-27","27","0","1","70805","8","28.4285714285714","0"
"10-17 years","2021-05-28","17","0","0","70822","8","26.2857142857142","0"
"10-17 years","2021-05-29","14","0","0","70836","8","24.8571428571428","0"
"10-17 years","2021-05-30","7","0","0","70843","8","23","0"
"10-17 years","2021-05-31","14","0","0","70857","8","20.4285714285714","0"
"10-17 years","2021-06-01","11","0","0","70868","8","16.4285714285714","0"
"10-17 years","2021-06-02","23","0","2","70891","8","16.1428571428571","0"
"10-17 years","2021-06-03","23","0","0","70914","8","15.5714285714285","0"
"10-17 years","2021-06-04","18","0","1","70932","8","15.7142857142857","0"
"10-17 years","2021-06-05","12","0","0","70944","8","15.4285714285714","0"
"10-17 years","2021-06-06","15","0","1","70959","8","16.5714285714285","0"
"10-17 years","2021-06-07","24","0","0","70983","8","18","0"
"10-17 years","2021-06-08","19","0","0","71002","8","19.1428571428571","0"
"10-17 years","2021-06-09","20","0","0","71022","8","18.7142857142857","0"
"10-17 years","2021-06-10","16","0","1","71038","8","17.7142857142857","0"
"10-17 years","2021-06-11","19","0","1","71057","8","17.8571428571428","0"
"10-17 years","2021-06-12","7","0","1","71064","8","17.1428571428571","0"
"10-17 years","2021-06-13","11","0","1","71075","8","16.5714285714285","0"
"10-17 years","2021-06-14","21","0","0","71096","8","16.1428571428571","0"
"10-17 years","2021-06-15","20","0","0","71116","8","16.2857142857142","0"
"10-17 years","2021-06-16","14","0","1","71130","8","15.4285714285714","0"
"10-17 years","2021-06-17","18","0","1","71148","8","15.7142857142857","0"
"10-17 years","2021-06-18","16","0","0","71164","8","15.2857142857142","0"
"10-17 years","2021-06-19","7","0","0","71171","8","15.2857142857142","0"
"10-17 years","2021-06-20","16","0","0","71187","8","16","0"
"10-17 years","2021-06-21","19","0","0","71206","8","15.7142857142857","0"
"10-17 years","2021-06-22","17","0","1","71223","8","15.2857142857142","0"
"10-17 years","2021-06-23","14","0","1","71237","8","15.2857142857142","0"
"10-17 years","2021-06-24","20","0","0","71257","8","15.5714285714285","0"
"10-17 years","2021-06-25","21","0","0","71278","8","16.2857142857142","0"
"10-17 years","2021-06-26","12","0","0","71290","8","17","0"
"10-17 years","2021-06-27","18","0","2","71308","8","17.2857142857142","0"
"10-17 years","2021-06-28","21","0","0","71329","8","17.5714285714285","0"
"10-17 years","2021-06-29","25","0","0","71354","8","18.7142857142857","0"
"10-17 years","2021-06-30","31","0","0","71385","8","21.1428571428571","0"
"10-17 years","2021-07-01","14","0","1","71399","8","20.2857142857142","0"
"10-17 years","2021-07-02","26","0","0","71425","8","21","0"
"10-17 years","2021-07-03","20","0","1","71445","8","22.1428571428571","0"
"10-17 years","2021-07-04","21","0","0","71466","8","22.5714285714285","0"
"10-17 years","2021-07-05","45","0","0","71511","8","26","0"
"10-17 years","2021-07-06","44","0","2","71555","8","28.7142857142857","0"
"10-17 years","2021-07-07","45","0","0","71600","8","30.7142857142857","0"
"10-17 years","2021-07-08","33","0","1","71633","8","33.4285714285714","0"
"10-17 years","2021-07-09","47","0","1","71680","8","36.4285714285714","0"
"10-17 years","2021-07-10","56","0","3","71736","8","41.5714285714285","0"
"10-17 years","2021-07-11","54","0","2","71790","8","46.2857142857142","0"
"10-17 years","2021-07-12","81","0","2","71871","8","51.4285714285714","0"
"10-17 years","2021-07-13","98","0","2","71969","8","59.1428571428571","0"
"10-17 years","2021-07-14","67","0","1","72036","8","62.2857142857142","0"
"10-17 years","2021-07-15","75","0","0","72111","8","68.2857142857143","0"
"10-17 years","2021-07-16","94","0","4","72205","8","75","0"
"10-17 years","2021-07-17","80","0","5","72285","8","78.4285714285714","0"
"10-17 years","2021-07-18","98","0","0","72383","8","84.7142857142857","0"
"10-17 years","2021-07-19","137","0","4","72520","8","92.7142857142857","0"
"10-17 years","2021-07-20","166","0","2","72686","8","102.428571428571","0"
"10-17 years","2021-07-21","165","0","3","72851","8","116.428571428571","0"
"10-17 years","2021-07-22","190","0","0","73041","8","132.857142857142","0"
"10-17 years","2021-07-23","192","0","4","73233","8","146.857142857142","0"
"10-17 years","2021-07-24","168","0","2","73401","8","159.428571428571","0"
"10-17 years","2021-07-25","188","0","3","73589","8","172.285714285714","0"
"10-17 years","2021-07-26","289","0","3","73878","8","194","0"
"10-17 years","2021-07-27","284","0","2","74162","8","210.857142857142","0"
"10-17 years","2021-07-28","271","0","3","74433","8","226","0"
"10-17 years","2021-07-29","333","0","2","74766","8","246.428571428571","0"
"10-17 years","2021-07-30","324","0","2","75090","8","265.285714285714","0"
"10-17 years","2021-07-31","258","0","6","75348","8","278.142857142857","0"
"10-17 years","2021-08-01","289","1","5","75637","9","292.571428571428","0.14285714285714"
"10-17 years","2021-08-02","483","0","3","76120","9","320.285714285714","0.14285714285714"
"10-17 years","2021-08-03","479","0","10","76599","9","348.142857142857","0.14285714285714"
"10-17 years","2021-08-04","492","0","3","77091","9","379.714285714285","0.14285714285714"
"10-17 years","2021-08-05","530","0","6","77621","9","407.857142857142","0.14285714285714"
"10-17 years","2021-08-06","623","0","3","78244","9","450.571428571428","0.14285714285714"
"10-17 years","2021-08-07","456","0","7","78700","9","478.857142857142","0.14285714285714"
"10-17 years","2021-08-08","483","1","3","79183","10","506.571428571428","0.14285714285714"
"10-17 years","2021-08-09","974","0","11","80157","10","576.714285714285","0.14285714285714"
"10-17 years","2021-08-10","935","0","7","81092","10","641.857142857143","0.14285714285714"
"10-17 years","2021-08-11","901","0","7","81993","10","700.285714285714","0.14285714285714"
"10-17 years","2021-08-12","1146","1","6","83139","11","788.285714285714","0.28571428571428"
"10-17 years","2021-08-13","1200","1","5","84339","12","870.714285714285","0.42857142857142"
"10-17 years","2021-08-14","740","0","9","85079","12","911.285714285714","0.42857142857142"
"10-17 years","2021-08-15","723","0","15","85802","12","945.571428571428","0.28571428571428"
"10-17 years","2021-08-16","1766","0","6","87568","12","1058.71428571428","0.28571428571428"
"10-17 years","2021-08-17","1655","0","12","89223","12","1161.57142857142","0.28571428571428"
"10-17 years","2021-08-18","1465","0","5","90688","12","1242.14285714285","0.28571428571428"
"10-17 years","2021-08-19","1512","1","11","92200","13","1294.42857142857","0.28571428571428"
"10-17 years","2021-08-20","1554","0","16","93754","13","1345","0.14285714285714"
"10-17 years","2021-08-21","966","0","6","94720","13","1377.28571428571","0.14285714285714"
"10-17 years","2021-08-22","812","0","7","95532","13","1390","0.14285714285714"
"10-17 years","2021-08-23","1986","0","12","97518","13","1421.42857142857","0.14285714285714"
"10-17 years","2021-08-24","1807","0","6","99325","13","1443.14285714285","0.14285714285714"
"10-17 years","2021-08-25","1522","0","9","100847","13","1451.28571428571","0.14285714285714"
"10-17 years","2021-08-26","1446","0","14","102293","13","1441.85714285714","0"
"10-17 years","2021-08-27","1229","0","5","103522","13","1395.42857142857","0"
"10-17 years","2021-08-28","805","0","6","104327","13","1372.42857142857","0"
"10-17 years","2021-08-29","618","0","2","104945","13","1344.71428571428","0"
"10-17 years","2021-08-30","1422","0","18","106367","13","1264.14285714285","0"
"10-17 years","2021-08-31","1162","1","9","107529","14","1172","0.14285714285714"
"10-17 years","2021-09-01","1054","0","7","108583","14","1105.14285714285","0.14285714285714"
"10-17 years","2021-09-02","842","0","5","109425","14","1018.85714285714","0.14285714285714"
"10-17 years","2021-09-03","778","0","5","110203","14","954.428571428571","0.14285714285714"
"10-17 years","2021-09-04","508","0","6","110711","14","912","0.14285714285714"
"10-17 years","2021-09-05","459","0","5","111170","14","889.285714285714","0.14285714285714"
"10-17 years","2021-09-06","375","0","3","111545","14","739.714285714285","0.14285714285714"
"10-17 years","2021-09-07","994","0","6","112539","14","715.714285714285","0"
"10-17 years","2021-09-08","777","0","7","113316","14","676.142857142857","0"
"10-17 years","2021-09-09","680","0","3","113996","14","653","0"
"10-17 years","2021-09-10","558","0","7","114554","14","621.571428571428","0"
"10-17 years","2021-09-11","356","0","3","114910","14","599.857142857143","0"
"10-17 years","2021-09-12","320","0","2","115230","14","580","0"
"10-17 years","2021-09-13","582","0","1","115812","14","609.571428571428","0"
"10-17 years","2021-09-14","515","0","7","116327","14","541.142857142857","0"
"10-17 years","2021-09-15","458","0","7","116785","14","495.571428571428","0"
"10-17 years","2021-09-16","404","0","3","117189","14","456.142857142857","0"
"10-17 years","2021-09-17","349","0","2","117538","14","426.285714285714","0"
"10-17 years","2021-09-18","291","0","0","117829","14","417","0"
"10-17 years","2021-09-19","213","0","5","118042","14","401.714285714285","0"
"10-17 years","2021-09-20","442","1","6","118484","15","381.714285714285","0.14285714285714"
"10-17 years","2021-09-21","350","0","7","118834","15","358.142857142857","0.14285714285714"
"10-17 years","2021-09-22","264","0","6","119098","15","330.428571428571","0.14285714285714"
"10-17 years","2021-09-23","276","0","1","119374","15","312.142857142857","0.14285714285714"
"10-17 years","2021-09-24","297","0","1","119671","15","304.714285714285","0.14285714285714"
"10-17 years","2021-09-25","172","0","2","119843","15","287.714285714285","0.14285714285714"
"10-17 years","2021-09-26","154","0","1","119997","15","279.285714285714","0.14285714285714"
"10-17 years","2021-09-27","313","0","2","120310","15","260.857142857142","0"
"10-17 years","2021-09-28","282","0","5","120592","15","251.142857142857","0"
"10-17 years","2021-09-29","216","0","5","120808","15","244.285714285714","0"
"10-17 years","2021-09-30","169","0","2","120977","15","229","0"
"10-17 years","2021-10-01","189","0","4","121166","15","213.571428571428","0"
"10-17 years","2021-10-02","135","0","4","121301","15","208.285714285714","0"
"10-17 years","2021-10-03","135","0","1","121436","15","205.571428571428","0"
"10-17 years","2021-10-04","252","0","1","121688","15","196.857142857142","0"
"10-17 years","2021-10-05","176","0","2","121864","15","181.714285714285","0"
"10-17 years","2021-10-06","169","0","2","122033","15","175","0"
"10-17 years","2021-10-07","159","0","3","122192","15","173.571428571428","0"
"10-17 years","2021-10-08","127","0","1","122319","15","164.714285714285","0"
"10-17 years","2021-10-09","109","0","2","122428","15","161","0"
"10-17 years","2021-10-10","95","0","2","122523","15","155.285714285714","0"
"10-17 years","2021-10-11","132","0","1","122655","15","138.142857142857","0"
"10-17 years","2021-10-12","109","0","1","122764","15","128.571428571428","0"
"10-17 years","2021-10-13","125","0","1","122889","15","122.285714285714","0"
"10-17 years","2021-10-14","100","0","1","122989","15","113.857142857142","0"
"10-17 years","2021-10-15","93","0","0","123082","15","109","0"
"10-17 years","2021-10-16","56","0","0","123138","15","101.428571428571","0"
"10-17 years","2021-10-17","77","0","0","123215","15","98.8571428571428","0"
"10-17 years","2021-10-18","109","0","3","123324","15","95.5714285714285","0"
"10-17 years","2021-10-19","91","0","1","123415","15","93","0"
"10-17 years","2021-10-20","76","0","0","123491","15","86","0"
"10-17 years","2021-10-21","73","0","0","123564","15","82.1428571428571","0"
"10-17 years","2021-10-22","96","0","0","123660","15","82.5714285714285","0"
"10-17 years","2021-10-23","48","0","0","123708","15","81.4285714285714","0"
"10-17 years","2021-10-24","63","0","2","123771","15","79.4285714285714","0"
"10-17 years","2021-10-25","94","0","2","123865","15","77.2857142857143","0"
"10-17 years","2021-10-26","91","0","1","123956","15","77.2857142857143","0"
"10-17 years","2021-10-27","76","0","1","124032","15","77.2857142857143","0"
"10-17 years","2021-10-28","62","0","1","124094","15","75.7142857142857","0"
"10-17 years","2021-10-29","77","0","2","124171","15","73","0"
"10-17 years","2021-10-30","49","0","2","124220","15","73.1428571428571","0"
"10-17 years","2021-10-31","41","1","1","124261","16","70","0.14285714285714"
"10-17 years","2021-11-01","87","0","5","124348","16","69","0.14285714285714"
"10-17 years","2021-11-02","83","0","2","124431","16","67.8571428571428","0.14285714285714"
"10-17 years","2021-11-03","76","0","0","124507","16","67.8571428571428","0.14285714285714"
"10-17 years","2021-11-04","63","0","0","124570","16","68","0.14285714285714"
"10-17 years","2021-11-05","60","0","2","124630","16","65.5714285714285","0.14285714285714"
"10-17 years","2021-11-06","56","0","1","124686","16","66.5714285714285","0.14285714285714"
"10-17 years","2021-11-07","61","0","0","124747","16","69.4285714285714","0"
"10-17 years","2021-11-08","68","0","0","124815","16","66.7142857142857","0"
"10-17 years","2021-11-09","88","0","0","124903","16","67.4285714285714","0"
"10-17 years","2021-11-10","89","0","2","124992","16","69.2857142857143","0"
"10-17 years","2021-11-11","70","0","1","125062","16","70.2857142857143","0"
"10-17 years","2021-11-12","70","0","0","125132","16","71.7142857142857","0"
"10-17 years","2021-11-13","52","0","1","125184","16","71.1428571428571","0"
"10-17 years","2021-11-14","52","0","0","125236","16","69.8571428571428","0"
"10-17 years","2021-11-15","105","0","1","125341","16","75.1428571428571","0"
"10-17 years","2021-11-16","86","0","1","125427","16","74.8571428571428","0"
"10-17 years","2021-11-17","93","0","1","125520","16","75.4285714285714","0"
"10-17 years","2021-11-18","74","0","0","125594","16","76","0"
"10-17 years","2021-11-19","72","0","1","125666","16","76.2857142857143","0"
"10-17 years","2021-11-20","41","0","0","125707","16","74.7142857142857","0"
"10-17 years","2021-11-21","60","0","0","125767","16","75.8571428571428","0"
"10-17 years","2021-11-22","65","0","0","125832","16","70.1428571428571","0"
"10-17 years","2021-11-23","66","0","2","125898","16","67.2857142857143","0"
"10-17 years","2021-11-24","67","0","0","125965","16","63.5714285714285","0"
"10-17 years","2021-11-25","30","0","1","125995","16","57.2857142857142","0"
"10-17 years","2021-11-26","52","0","2","126047","16","54.4285714285714","0"
"10-17 years","2021-11-27","52","0","0","126099","16","56","0"
"10-17 years","2021-11-28","48","0","0","126147","16","54.2857142857142","0"
"10-17 years","2021-11-29","101","0","2","126248","16","59.4285714285714","0"
"10-17 years","2021-11-30","68","0","1","126316","16","59.7142857142857","0"
"10-17 years","2021-12-01","108","0","1","126424","16","65.5714285714285","0"
"10-17 years","2021-12-02","85","0","1","126509","16","73.4285714285714","0"
